"Date","Price","Open","High","Low","Vol.","Change %"
"11/13/2025","5.00","4.70","5.00","4.90","4.85M","6.38%"
"11/12/2025","4.70","4.17","4.76","4.17","4.70M","8.55%"
"11/11/2025","4.33","4.33","4.33","4.33","1.96M","0.00%"
"11/10/2025","4.33","4.80","4.61","4.33","1.74M","-9.79%"
"11/07/2025","4.80","4.80","4.80","4.80","2.16M","0.00%"
"11/06/2025","4.80","4.80","4.80","4.60","1.84M","0.00%"
"11/05/2025","4.80","4.96","4.90","4.80","1.97M","-3.23%"
"11/04/2025","4.96","5.00","5.00","4.96","2.23M","-0.80%"
"11/03/2025","5.00","5.00","5.00","5.00","1.29M","0.00%"
"10/31/2025","5.00","5.00","5.00","5.00","1.15M","0.00%"
"10/30/2025","5.00","5.00","5.01","5.00","3.08M","0.00%"
"10/29/2025","5.00","5.25","5.20","5.00","3.38M","-4.76%"
"10/28/2025","5.25","5.60","5.43","5.25","3.72M","-6.25%"
"10/27/2025","5.60","5.60","5.60","5.42","2.43M","0.00%"
"10/24/2025","5.60","5.42","5.60","5.60","1.66M","3.32%"
"10/23/2025","5.42","5.62","5.62","5.42","2.11M","-3.56%"
"10/22/2025","5.62","5.70","5.82","5.60","3.37M","-1.40%"
"10/21/2025","5.70","5.78","5.71","5.70","2.26M","-1.38%"
"10/20/2025","5.78","5.71","5.80","5.78","1.35M","1.23%"
"10/17/2025","5.71","5.90","5.90","5.71","1.69M","-3.22%"
"10/16/2025","5.90","6.00","5.90","5.80","756.07K","-1.67%"
"10/15/2025","6.00","5.81","6.00","5.80","1.27M","3.27%"
"10/14/2025","5.81","5.80","5.81","5.80","2.23M","0.17%"
"10/13/2025","5.80","5.80","5.80","5.80","980.81K","0.00%"
"10/10/2025","5.80","5.60","6.00","5.80","1.90M","3.57%"
"10/09/2025","5.60","6.00","5.85","5.60","1.61M","-6.67%"
"10/08/2025","6.00","5.51","6.00","5.86","1.35M","8.89%"
"10/07/2025","5.51","5.85","6.12","5.51","5.61M","-5.81%"
"10/06/2025","5.85","5.80","5.85","5.75","3.01M","0.86%"
"10/03/2025","5.80","5.84","5.88","5.80","1.99M","-0.68%"
"10/02/2025","5.84","5.80","6.38","5.84","6.94M","0.69%"
"09/30/2025","5.80","5.70","5.85","5.80","1.10M","1.75%"
"09/29/2025","5.70","5.96","5.80","5.51","1.88M","-4.36%"
"09/26/2025","5.96","5.42","5.96","5.90","965.97K","9.96%"
"09/25/2025","5.42","5.52","5.43","5.42","2.25M","-1.81%"
"09/24/2025","5.52","5.50","5.52","5.50","1.36M","0.36%"
"09/23/2025","5.50","5.50","5.50","5.50","879.49K","0.00%"
"09/22/2025","5.50","6.00","5.99","5.50","2.81M","-8.33%"
"09/19/2025","6.00","6.00","6.00","6.00","1.21M","0.00%"
"09/18/2025","6.00","6.02","6.20","6.00","1.17M","-0.33%"
"09/17/2025","6.02","5.90","6.02","5.90","4.97M","2.03%"
"09/16/2025","5.90","6.20","5.90","5.90","1.06M","-4.84%"
"09/15/2025","6.20","6.20","6.20","6.20","1.15M","0.00%"
"09/12/2025","6.20","6.20","6.20","6.20","1.36M","0.00%"
"09/11/2025","6.20","5.94","6.20","5.98","1.72M","4.38%"
"09/10/2025","5.94","5.40","5.94","5.94","2.08M","10.00%"
"09/09/2025","5.40","5.96","5.93","5.37","5.95M","-9.40%"
"09/08/2025","5.96","5.95","6.00","5.96","1.86M","0.17%"
"09/04/2025","5.95","5.83","5.95","5.95","1.02M","2.06%"
"09/03/2025","5.83","5.89","5.83","5.50","1.45M","-1.02%"
"09/02/2025","5.89","6.29","6.00","5.67","4.09M","-6.36%"
"09/01/2025","6.29","6.30","6.29","5.70","2.83M","-0.16%"
"08/29/2025","6.30","6.50","6.30","6.30","2.69M","-3.08%"
"08/28/2025","6.50","6.50","6.58","6.50","1.83M","0.00%"
"08/27/2025","6.50","6.49","6.50","6.49","2.35M","0.15%"
"08/26/2025","6.49","7.00","6.80","6.36","4.97M","-7.29%"
"08/25/2025","7.00","6.60","7.25","6.36","5.47M","6.06%"
"08/22/2025","6.60","6.00","6.60","6.11","2.67M","10.00%"
"08/21/2025","6.00","6.63","6.29","5.98","4.34M","-9.50%"
"08/20/2025","6.63","6.70","6.70","6.05","6.29M","-1.04%"
"08/19/2025","6.70","7.00","6.90","6.37","5.81M","-4.29%"
"08/18/2025","7.00","6.65","7.00","6.60","3.40M","5.26%"
"08/15/2025","6.65","6.30","6.89","6.35","6.24M","5.56%"
"08/14/2025","6.30","7.00","7.62","6.24","31.88M","-9.09%"
"08/13/2025","6.93","6.40","6.93","6.40","11.50M","10.00%"
"08/12/2025","6.30","5.95","6.30","5.46","6.02M","5.88%"
"08/11/2025","5.95","6.05","6.35","5.45","27.37M","-1.65%"
"08/08/2025","6.05","6.00","6.40","5.95","4.76M","0.83%"
"08/07/2025","6.00","6.00","6.30","5.86","6.02M","0.00%"
"08/06/2025","6.00","6.19","6.15","6.00","7.98M","-3.07%"
"08/05/2025","6.19","6.10","6.19","6.10","4.86M","1.48%"
"08/04/2025","6.10","5.77","6.18","6.00","5.13M","5.72%"
"08/01/2025","5.77","5.67","5.85","5.60","4.26M","1.76%"
"07/31/2025","5.67","6.30","6.30","5.67","13.85M","-10.00%"
"07/30/2025","6.30","7.00","6.95","6.30","13.97M","-10.00%"
"07/29/2025","7.00","7.00","7.10","7.00","3.67M","0.00%"
"07/28/2025","7.00","7.24","7.25","6.96","4.76M","-3.31%"
"07/25/2025","7.24","6.60","7.26","6.99","11.74M","9.70%"
"07/24/2025","6.60","6.00","6.60","6.37","13.41M","10.00%"
"07/23/2025","6.00","6.00","6.44","5.50","15.49M","-1.48%"
"07/22/2025","6.09","6.76","6.75","6.09","12.21M","-9.91%"
"07/21/2025","6.76","6.95","7.64","6.76","15.49M","-2.73%"
"07/18/2025","6.95","6.25","6.95","5.71","25.21M","9.97%"
"07/17/2025","6.32","7.02","7.02","6.32","18.11M","-9.97%"
"07/16/2025","7.02","7.80","7.90","7.02","28.29M","-10.00%"
"07/14/2025","7.80","8.00","8.25","7.40","42.55M","4.00%"
"07/11/2025","7.50","7.50","7.50","7.50","9.97M","9.97%"
"07/10/2025","6.82","6.82","6.82","6.82","12.06M","10.00%"
"07/09/2025","6.20","6.20","6.20","6.06","26.36M","9.93%"
"07/08/2025","5.64","5.64","5.64","5.64","8.73M","9.94%"
"07/07/2025","5.13","4.59","5.13","4.59","12.11M","9.85%"
"07/04/2025","4.67","5.20","5.20","4.39","33.38M","-3.91%"
"07/03/2025","4.86","4.86","4.86","4.43","34.81M","9.95%"
"07/02/2025","4.42","4.42","4.42","4.42","9.39M","9.95%"
"07/01/2025","4.02","3.66","4.02","3.86","15.97M","9.84%"
"06/30/2025","3.66","3.33","3.66","3.33","16.88M","9.91%"
"06/27/2025","3.33","3.69","3.50","3.33","10.48M","-9.76%"
"06/26/2025","3.69","4.07","4.08","3.35","40.85M","-0.54%"
"06/25/2025","3.71","3.71","3.71","3.70","13.85M","9.76%"
"06/24/2025","3.38","3.30","3.38","3.19","24.17M","9.74%"
"06/23/2025","3.08","2.80","3.08","2.98","37.98M","10.00%"
"06/20/2025","2.80","2.65","2.80","2.65","8.22M","5.66%"
"06/19/2025","2.65","2.63","2.75","2.65","2.98M","0.76%"
"06/18/2025","2.63","2.80","2.80","2.63","6.59M","-6.07%"
"06/17/2025","2.80","2.90","3.00","2.80","3.82M","-3.45%"
"06/16/2025","2.90","2.80","3.08","2.52","11.25M","3.57%"
"06/13/2025","2.80","2.55","2.80","2.70","6.92M","9.80%"
"06/11/2025","2.55","2.56","2.60","2.45","2.26M","-0.39%"
"06/10/2025","2.56","2.40","2.56","2.56","2.03M","6.67%"
"06/05/2025","2.40","2.50","2.40","2.40","1.72M","-4.00%"
"06/04/2025","2.50","2.53","2.57","2.50","1.79M","-1.19%"
"06/03/2025","2.53","2.53","2.57","2.52","2.91M","0.00%"
"06/02/2025","2.53","2.57","2.57","2.43","3.45M","-1.56%"
"05/30/2025","2.57","2.64","2.64","2.44","5.76M","-2.65%"
"05/29/2025","2.64","2.45","2.64","2.45","8.39M","9.54%"
"05/28/2025","2.41","2.27","2.45","2.41","5.52M","6.17%"
"05/27/2025","2.27","2.36","2.44","2.27","5.91M","-3.81%"
"05/26/2025","2.36","2.28","2.38","2.28","6.23M","3.51%"
"05/23/2025","2.28","2.15","2.28","2.15","1.55M","6.05%"
"05/22/2025","2.15","2.20","2.15","2.06","4.93M","-2.27%"
"05/21/2025","2.20","2.25","2.25","2.20","1.95M","-2.22%"
"05/20/2025","2.25","2.34","2.37","2.11","10.64M","-3.85%"
"05/19/2025","2.34","2.59","2.48","2.34","13.67M","-9.65%"
"05/16/2025","2.59","2.48","2.60","2.40","8.77M","4.44%"
