"Date","Price","Open","High","Low","Vol.","Change %"
"07/03/2024","656.70","656.70","591.10","591.10","8.43K","0.00%"
"07/02/2024","656.70","656.70","591.10","591.10","5.48K","0.00%"
"07/01/2024","656.70","656.70","591.10","591.10","20.25K","0.00%"
"06/28/2024","656.70","656.70","591.10","591.10","11.06K","0.00%"
"06/27/2024","656.70","656.70","591.10","591.10","203.96K","0.00%"
"06/26/2024","656.70","656.70","591.10","591.10","4.72K","0.00%"
"06/25/2024","656.70","656.70","591.10","591.10","4.20K","0.00%"
"06/24/2024","656.70","656.70","591.10","591.10","5.28K","0.00%"
"06/21/2024","656.70","656.70","591.10","591.10","5.60K","0.00%"
"06/20/2024","656.70","656.70","591.10","591.10","8.13K","0.00%"
"06/19/2024","656.70","656.70","591.10","591.10","60.00K","0.00%"
"06/14/2024","656.70","656.70","591.10","591.10","6.60K","0.00%"
"06/13/2024","656.70","656.70","591.10","591.10","19.40K","0.00%"
"06/11/2024","656.70","656.70","591.10","591.10","17.04K","0.00%"
"06/10/2024","656.70","656.70","591.10","591.10","12.89K","0.00%"
"06/07/2024","656.70","656.70","591.10","591.10","9.58K","0.00%"
"06/06/2024","656.70","656.70","591.10","591.10","16.17K","0.00%"
"06/05/2024","656.70","656.70","591.10","591.10","10.12K","0.00%"
"06/04/2024","656.70","656.70","591.10","591.10","7.29K","0.00%"
"06/03/2024","656.70","656.70","591.10","591.10","12.66K","0.00%"
"05/31/2024","656.70","656.70","591.10","591.10","28.28K","0.00%"
"05/30/2024","656.70","656.70","591.10","591.10","6.50K","0.00%"
"05/29/2024","656.70","656.70","591.10","591.10","4.21K","0.00%"
"05/28/2024","656.70","656.70","591.10","591.10","4.52K","0.00%"
"05/27/2024","656.70","656.70","591.50","591.10","6.66K","0.00%"
"05/24/2024","656.70","656.70","591.10","591.10","4.49K","0.00%"
"05/23/2024","656.70","656.70","591.10","591.10","17.40K","0.00%"
"05/22/2024","656.70","656.70","591.10","591.10","10.24K","0.00%"
"05/21/2024","656.70","656.70","591.10","591.10","12.21K","0.00%"
"05/20/2024","656.70","656.70","591.10","591.10","15.80K","0.00%"
"05/17/2024","656.70","656.70","591.10","591.10","4.36K","0.00%"
"05/16/2024","656.70","656.70","591.10","591.10","3.54K","0.00%"
"05/15/2024","656.70","656.70","591.10","591.10","2.56K","0.00%"
"05/14/2024","656.70","656.70","591.10","591.10","9.09K","0.00%"
"05/13/2024","656.70","656.70","591.10","591.10","6.28K","0.00%"
"05/10/2024","656.70","656.70","591.10","591.10","5.39K","0.00%"
"05/09/2024","656.70","656.70","591.10","591.10","17.97K","0.00%"
"05/08/2024","656.70","656.70","591.10","591.10","8.01K","0.00%"
"05/07/2024","656.70","656.70","591.10","591.10","4.46K","0.00%"
"05/06/2024","656.70","656.70","591.10","591.10","2.36K","0.00%"
"05/03/2024","656.70","656.70","591.10","591.10","17.65K","0.00%"
"05/02/2024","656.70","656.70","591.10","591.10","8.95K","0.00%"
"04/30/2024","656.70","656.70","591.10","591.10","3.41K","0.00%"
"04/29/2024","656.70","656.70","591.10","591.10","10.66K","0.00%"
"04/26/2024","656.70","656.70","591.10","591.10","10.59K","0.00%"
"04/25/2024","656.70","656.70","595.00","591.10","3.79K","0.00%"
"04/24/2024","656.70","656.70","591.10","591.10","11.35K","0.00%"
"04/23/2024","656.70","656.70","591.10","591.10","1.02K","0.00%"
"04/22/2024","656.70","656.70","591.10","591.10","9.69K","0.00%"
"04/19/2024","656.70","656.70","591.10","591.10","3.06K","0.00%"
"04/18/2024","656.70","656.70","591.10","591.10","3.00K","0.00%"
"04/17/2024","656.70","656.70","591.10","591.10","1.92K","0.00%"
"04/16/2024","656.70","656.70","591.10","591.10","13.08K","-4.37%"
"04/15/2024","686.70","686.70","618.10","618.10","925.62K","0.00%"
"04/12/2024","686.70","686.70","618.10","618.10","82.14K","0.00%"
"04/08/2024","686.70","686.70","618.10","618.10","4.24K","0.00%"
"04/05/2024","686.70","686.70","618.10","618.10","11.57K","0.00%"
"04/04/2024","686.70","686.70","618.10","618.10","55.71K","0.00%"
"04/03/2024","686.70","686.70","618.10","618.10","58.48K","0.00%"
"04/02/2024","686.70","686.70","618.10","618.10","21.82K","0.00%"
"03/28/2024","686.70","686.70","620.00","618.10","4.93K","0.00%"
"03/27/2024","686.70","686.70","686.70","686.70","6.60K","0.00%"
"03/26/2024","686.70","686.70","686.70","686.70","5.44K","0.00%"
"03/25/2024","686.70","686.70","686.70","686.70","53.65K","0.00%"
"03/22/2024","686.70","686.70","686.70","686.70","6.16K","0.00%"
"03/21/2024","686.70","686.70","686.70","686.70","3.91K","0.00%"
"03/20/2024","686.70","686.70","686.70","686.70","0.68K","0.00%"
"03/19/2024","686.70","686.70","686.70","686.70","3.54K","0.00%"
"03/18/2024","686.70","686.70","686.70","686.70","36.42K","0.00%"
"03/15/2024","686.70","686.70","686.70","686.70","17.32K","0.00%"
"03/14/2024","686.70","686.70","686.70","686.70","4.21K","0.00%"
"03/13/2024","686.70","686.70","686.70","686.70","54.27K","0.00%"
"03/12/2024","686.70","686.70","686.70","686.70","7.11K","0.00%"
"03/11/2024","686.70","686.70","686.70","686.70","140.62K","0.00%"
"03/08/2024","686.70","686.70","686.70","686.70","187.92K","0.00%"
"03/07/2024","686.70","686.70","686.70","686.70","6.85M","0.00%"
"03/06/2024","686.70","686.70","686.70","686.70","86.41K","0.00%"
"03/05/2024","686.70","686.70","686.70","686.70","226.11K","0.00%"
"03/04/2024","686.70","686.70","686.70","686.70","33.44K","0.00%"
"03/01/2024","686.70","686.70","686.70","686.70","30.99K","0.00%"
"02/29/2024","686.70","686.70","686.70","686.70","18.05K","0.00%"
"02/28/2024","686.70","686.70","686.70","686.70","13.69K","0.00%"
"02/27/2024","686.70","686.70","686.70","686.70","2.54K","0.00%"
"02/26/2024","686.70","686.70","686.70","686.70","172.91K","0.00%"
"02/23/2024","686.70","686.70","686.70","686.70","18.71K","0.00%"
"02/22/2024","686.70","686.70","686.70","686.70","3.03K","0.00%"
"02/21/2024","686.70","686.70","686.70","686.70","130.04K","0.00%"
"02/20/2024","686.70","686.70","686.70","686.70","136.19K","0.00%"
"02/19/2024","686.70","763.00","686.70","686.70","223.99K","-10.00%"
"02/16/2024","763.00","763.00","763.00","763.00","122.08K","0.00%"
"02/15/2024","763.00","763.00","763.00","763.00","14.14K","0.00%"
"02/14/2024","763.00","763.00","763.00","763.00","20.30K","0.00%"
"02/13/2024","763.00","763.00","763.00","763.00","113.10K","0.00%"
"02/12/2024","763.00","763.00","763.00","763.00","34.94K","0.00%"
"02/09/2024","763.00","763.00","763.00","763.00","103.87K","0.00%"
"02/08/2024","763.00","763.00","763.00","763.00","24.91K","0.00%"
"02/07/2024","763.00","763.00","763.00","763.00","6.25K","0.00%"
"02/06/2024","763.00","763.00","763.00","763.00","39.52K","0.00%"
"02/05/2024","763.00","763.00","763.00","763.00","210.00K","0.00%"
"02/02/2024","763.00","763.00","763.00","763.00","34.71K","0.00%"
"02/01/2024","763.00","763.00","763.00","763.00","87.09K","0.00%"
"01/31/2024","763.00","763.00","763.00","763.00","169.82K","0.00%"
"01/30/2024","763.00","763.00","763.00","763.00","493.29K","0.00%"
"01/29/2024","763.00","694.10","763.00","624.70","13.04M","9.93%"
"01/26/2024","694.10","694.10","694.10","694.10","218.29K","0.00%"
"01/25/2024","694.10","694.10","694.10","694.10","196.77K","0.00%"
"01/24/2024","694.10","651.80","694.10","694.10","1.05M","6.49%"
"01/23/2024","651.80","592.60","651.80","600.00","5.07M","9.99%"
"01/22/2024","592.60","592.60","592.60","592.60","2.02M","9.99%"
"01/19/2024","538.80","489.90","538.80","538.80","1.29M","9.98%"
"01/18/2024","489.90","452.50","489.90","489.90","1.46M","8.27%"
"01/17/2024","452.50","411.90","452.50","452.50","1.22M","9.86%"
"01/16/2024","411.90","375.00","411.90","400.00","1.67M","9.84%"
"01/15/2024","375.00","350.00","375.00","375.00","318.54K","7.14%"
"01/12/2024","350.00","350.00","350.00","350.00","272.69K","0.00%"
"01/11/2024","350.00","350.00","350.00","350.00","1.89M","0.00%"
"01/10/2024","350.00","337.10","350.00","350.00","1.42M","3.83%"
"01/09/2024","337.10","325.00","337.10","337.10","888.61K","3.72%"
"01/08/2024","325.00","325.00","325.00","325.00","101.05K","0.00%"
"01/05/2024","325.00","319.90","325.00","325.00","1.04M","1.59%"
"01/04/2024","319.90","319.90","319.90","319.90","71.54K","0.00%"
"01/03/2024","319.90","319.90","319.90","319.90","599.98K","0.00%"
"01/02/2024","319.90","319.90","319.90","319.90","16.74K","0.00%"
"12/29/2023","319.90","319.90","319.90","319.90","313.36K","0.00%"
"12/28/2023","319.90","313.00","319.90","319.90","555.31K","2.20%"
"12/27/2023","313.00","320.00","313.00","313.00","577.50K","-2.19%"
"12/22/2023","320.00","320.00","320.00","320.00","1.50M","0.00%"
"12/21/2023","320.00","320.00","320.00","320.00","375.30K","0.00%"
"12/20/2023","320.00","320.00","320.00","320.00","619.81K","0.00%"
"12/19/2023","320.00","320.00","320.00","320.00","568.24K","0.00%"
"12/18/2023","320.00","320.00","320.00","320.00","198.56K","0.00%"
"12/15/2023","320.00","320.00","320.00","320.00","141.77K","0.00%"
"12/14/2023","320.00","320.00","320.00","320.00","60.77K","0.00%"
"12/13/2023","320.00","320.00","320.00","320.00","152.94K","0.00%"
"12/12/2023","320.00","320.00","320.00","320.00","89.23K","0.00%"
"12/11/2023","320.00","320.00","320.00","320.00","182.91K","0.00%"
"12/08/2023","320.00","320.00","320.00","320.00","48.14K","0.00%"
"12/07/2023","320.00","320.00","320.00","320.00","31.20K","0.00%"
"12/06/2023","320.00","320.00","320.00","320.00","220.79K","0.00%"
"12/05/2023","320.00","320.00","320.00","320.00","40.63K","0.00%"
"12/04/2023","320.00","320.00","320.00","320.00","43.35K","0.00%"
"12/01/2023","320.00","320.00","320.00","320.00","16.53M","0.00%"
"11/30/2023","320.00","320.00","320.00","320.00","216.64K","0.00%"
"11/29/2023","320.00","320.00","320.00","320.00","242.34K","0.00%"
"11/28/2023","320.00","328.00","320.00","320.00","216.76K","-2.44%"
"11/27/2023","328.00","328.00","328.00","328.00","72.01K","0.00%"
"11/24/2023","328.00","328.00","328.00","328.00","10.45K","0.00%"
"11/23/2023","328.00","328.00","328.00","328.00","17.10K","0.00%"
"11/22/2023","328.00","328.00","328.00","328.00","90.31K","0.00%"
"11/21/2023","328.00","328.00","328.00","328.00","38.90K","0.00%"
"11/20/2023","328.00","328.00","328.00","328.00","99.94K","0.00%"
"11/17/2023","328.00","328.00","328.00","328.00","99.46K","0.00%"
